Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Zucca Trattoria Incorporated,"['Restaurants', 'Italian Restaurants', 'Fine Dining Restaurants']",,"{'rating': 'four', 'count': '3'}",,,,14 Years,,"My sister recommended Zucca to me for a relaxing wining and dining ""Saturday date night"" out with my husband and  I have to say she was right!  Everyone was so kind…",False,(212) 255-1980,95 7th Ave S,"New York, NY 10014",
Manducati's,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""45""}","{'rating': 'four', 'count': '3'}",http://www.manducatis.com/contact-us,,http://www.yellowpages.com/long-island-city-ny/mip/manducatis-6910215#open-menu,43 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","bring your appitite, pasta is fab and you wont leave hungry!""",False,(718) 729-4602,1327 Jackson Ave,"Long Island City, NY 11101",$$
Bhatti Indian Grill,"['Restaurants', 'Indian Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""232""}","{'rating': 'five', 'count': '2'}",http://www.bhattinyc.com,,http://www.yellowpages.com/new-york-ny/mip/bhatti-indian-grill-483905340#open-menu,15 Years,,"Best place for Indian food... Husain uncle is at best in serving the food.""",True,(212) 683-4228,100 Lexington Ave,"New York, NY 10016",$$
Gramercy Tavern,"['Restaurants', 'American Restaurants', 'Taverns']","{""rating"":""4.5"",""count"":""3764""}","{'rating': 'five', 'count': '2'}",http://www.gramercytavern.com,,http://www.yellowpages.com/new-york-ny/mip/gramercy-tavern-4295055#open-menu,30 Years,"['Serves alcohol', 'Takes reservations']","Absolutely amazing!Fine dinning at its best!Prefix menu, great food, amazing service and a wonderful dinning experience  One of the best dinning experiences I've ever had. If…",False,(212) 477-0777,42 E 20th St Frnt A,"New York, NY 10003",$$$$
Good Enough to Eat,"['Restaurants', 'American Restaurants', 'Pizza']","{""rating"":""4.0"",""count"":""791""}","{'rating': 'five', 'count': '2'}",http://www.goodenoughtoeat.com,,http://www.yellowpages.com/new-york-ny/mip/good-enough-to-eat-481122116#open-menu,42 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Good for families']","It was the best french toast I have had! Excellent service, tasty food, clean, good prices... no complains at all!""",True,(212) 496-0163,520 Columbus Ave,"New York, NY 10024",$$
Bubby's,"['Restaurants', 'Barbecue Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""1637""}","{'rating': 'five', 'count': '2'}",http://www.bubbys.com,,http://www.yellowpages.com/new-york-ny/mip/bubbys-3705727#open-menu,33 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Bubby's... sounds comforting, doesn't it?  It is!  Have been coming here for breakfast and lunch for a long time.  It is always good and the prices are reasonable.  The staff…",True,(212) 219-0666,120 Hudson St,"New York, NY 10013",$$
Sal's Pizzeria,"['Restaurants', 'Pizza', 'Caterers']","{""rating"":""4.0"",""count"":""6""}","{'rating': 'five', 'count': '2'}",http://www.salspizzeriabar.com,,http://www.yellowpages.com/west-new-york-nj/mip/sals-pizzeria-1981781#open-menu,51 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","This place is an institution in West New York.   Not only is the pizza exceptional, Dom and Rocky happen to offer many family dishes including a wide variety of soups, salads,…",True,(201) 868-1999,6127 Bergenline Ave,"West New York, NJ 07093",$
Butcher Bar,"['Restaurants', 'Barbecue Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""330""}","{'rating': 'five', 'count': '2'}",http://www.butcherbar.com,,http://www.yellowpages.com/astoria-ny/mip/butcher-bar-471103530#open-menu,12 Years,,"Holy beef! The burnt ends were crazy good! They have on display a check by Coca Cola and a trophy which is well deserved.""",True,(718) 606-8140,3708 30th Ave,"Astoria, NY 11103",$$
Via Italia Restaurant,"['Restaurants', 'Italian Restaurants']","{""rating"":""3.5"",""count"":""299""}","{'rating': 'five', 'count': '2'}",,,http://www.yellowpages.com/new-york-ny/mip/via-italia-restaurant-3378627#open-menu,32 Years,"['Has Wifi', 'Serves alcohol', 'Takes reservations']","Loved this place Great food Wonderful service""",False,(212) 398-6866,45 W 46th St,"New York, NY 10036",$$
Jackson Hole Burgers,"['Restaurants', 'Hamburgers & Hot Dogs', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""636""}","{'rating': 'five', 'count': '2'}",http://www.jacksonholeburgers.com,,http://www.yellowpages.com/new-york-ny/mip/jackson-hole-burgers-4868469#open-menu,51 Years,"['Good for groups', 'Has Wifi', 'Serves alcohol']","Jackson Hole is definitely one of my favorite restaurants in the city. Whenever someone asks me to recommend a place to eat, this is always the first one that comes to mind.…",True,(212) 679-3264,521 3rd Ave Frnt 5,"New York, NY 10016",$$
Rock II,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""30""}","{'rating': 'five', 'count': '2'}",http://www.rockyspizzanyc.com,,http://www.yellowpages.com/new-york-ny/mip/rock-ii-496578715#open-menu,12 Years,,"I consider myself a pizza expert, because I basically eat it everyday.Rocky's II in Murray Hill is probably the place to get slices. The pasta dishes, particularly the baked…",True,(212) 683-4080,607 2nd Ave,"New York, NY 10016",
Cafe Luka,"['Restaurants', 'Coffee Shops', 'Caterers']","{""rating"":""4.0"",""count"":""107""}","{'rating': 'five', 'count': '2'}",http://www.delivery.com/cities/nyc/categories/restaurant/cafe-luka,,http://www.yellowpages.com/new-york-ny/mip/cafe-luka-10049489#open-menu,25 Years,['Serves alcohol'],"Good food close to hospital for Special Surgery. Needed in this area because others serve processed food""",True,(212) 585-2205,1319 1st Ave,"New York, NY 10021",$$
Pizzeria Sirenetta,"['Restaurants', 'Pizza', 'Italian Restaurants']",,"{'rating': 'five', 'count': '2'}",http://www.pizzeriasirenetta.com,,http://www.yellowpages.com/new-york-ny/mip/pizzeria-sirenetta-534543277#open-menu,11 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","great pizza great wings quick service""",True,(212) 799-7401,568 Amsterdam Ave,"New York, NY 10024",$
Famous Famiglia Pizzeria,"['Restaurants', 'Pizza', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""32""}","{'rating': 'five', 'count': '2'}",http://www.famousfamiglia.com,,http://www.yellowpages.com/new-york-ny/mip/famous-famiglia-pizzeria-579315#open-menu,,,"Beyond the pizza itself, Famous Famiglia offered a comfortable and casual ambiance, capturing the essence of a classic pizzeria. The bustling yet welcoming atmosphere added to…",True,(212) 864-7193,734 Amsterdam Ave,"New York, NY 10025",$
Nom Wah Tea Parlor,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""1001""}","{'rating': 'five', 'count': '2'}",http://www.nomwah.com,,http://www.yellowpages.com/new-york-ny/mip/nom-wah-tea-parlor-7513848#open-menu,,,"My husband and I visited Nom Wah over Memorial Day weekend (2014).  It came highly recommended, and we waited in line about 45 minutes for a table (spend your time reading…",True,(212) 962-6047,13 Doyers St,"New York, NY 10013",$
Penthouse 808,"['Restaurants', 'Asian Restaurants']","{""rating"":""3.5"",""count"":""219""}","{'rating': 'five', 'count': '2'}",http://penthouse808rooftop.com,,http://www.yellowpages.com/long-island-city-ny/mip/penthouse-808-360362#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","I had an awesome time at Penthouse 808.  It’s a hidden gem, great atmosphere. The service is incredible; waiters are so friendly and helpful. My favorite drink was the sangria…",False,(718) 289-6118,808 Queens Plz S,"Long Island City, NY 11101",$$$
Restaurant Brisas Del Caribe,"['Restaurants', 'Family Style Restaurants']",,"{'rating': 'five', 'count': '2'}",,,,,,"Muy buena comida mi familia y yo lo visitamos con frecuencia ya que tienen buen sabor y buena higiene""",False,(201) 867-2959,2417 Bergenline Ave,"Union City, NJ 07087",$$
Meet The Meat,"['Restaurants', 'Steak Houses']","{""rating"":""4.5"",""count"":""29""}","{'rating': 'five', 'count': '2'}",http://meetthemeat.net,,http://www.yellowpages.com/astoria-ny/mip/meet-the-meat-509580758#open-menu,8 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Steak lovers paradise! The medium rare Porterhouse steak for two was cooked to perfection. It was so delicious that I can't even compare it with the Peter Lugers one, which is…",False,(917) 832-7984,2392 21st St,"Astoria, NY 11105",$$$
Bruckner Bar & Grill,"['Restaurants', 'Barbecue Restaurants', 'American Restaurants']",,"{'rating': 'five', 'count': '2'}",,,http://www.yellowpages.com/bronx-ny/mip/bruckner-bar-grill-1307449#open-menu,,,This place is such a pleasant surprise!  I couldn't believe how amazing the food & service was.  The atmosphere was hip and artisy; great background music.  The crowd was…,False,(718) 665-2001,2412 3rd Ave,"Bronx, NY 10454",$$
Louie's BBQ Pit,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",,"{'rating': 'three and half', 'count': '3'}",,,http://www.yellowpages.com/west-new-york-nj/mip/louies-bbq-pit-482156557#open-menu,19 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","Food is excellent  smoked chicken and ribs that no one else has pulled pork sandwich was tasty as was the brisket""",True,(201) 974-8848,5107 Palisade Ave,"West New York, NJ 07093",$$
Great Wok,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""3.0"",""count"":""4""}","{'rating': 'three and half', 'count': '3'}",https://www.greatwokchinesesecaucus.com,,http://www.yellowpages.com/union-city-nj/mip/great-wok-15961721#open-menu,29 Years,['Offers outdoor seating'],"We like to rate taste, service delivery, cost, and quality and quantity of food. I was pleased that the person that took the order over the phone actually understood what I…",True,(201) 866-7815,1101 Summit Ave Ste A,"Union City, NJ 07087",$
Hong Kong Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Take Out Restaurants']",,"{'rating': 'three and half', 'count': '3'}",http://www.hongkongharvard.com,,http://www.yellowpages.com/jersey-city-nj/mip/hong-kong-chinese-restaurant-8288751#open-menu,30 Years,,"yummy foods in this area. comparing to other restaurants around my neighbor, it serves better in food taste and smiles ... it worth to give it a try!""",True,(201) 332-1841,59 Baldwin Ave,"Jersey City, NJ 07306",$
Blue Ribbon Sushi Bar & Grill - Columbus Circle,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""365""}","{'rating': 'four and half', 'count': '2'}",https://www.blueribbonsushibarandgrillnyc.com,,http://www.yellowpages.com/new-york-ny/mip/blue-ribbon-sushi-bar-grill-columbus-circle-6962437#open-menu,14 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","best sushi ever!!!!!!! i love the spicy mayo sauce too""",False,(212) 397-0404,308 W. 58th Street 6 Columbus Hotel,"New York, NY 10019",$$$
Gonzalez y Gonzalez,"['Restaurants', 'Mexican Restaurants', 'Bars']","{""rating"":""3.5"",""count"":""71""}","{'rating': 'four and half', 'count': '2'}",http://www.gygnyc.com,,http://www.yellowpages.com/new-york-ny/mip/gonzalez-y-gonzalez-480197017#open-menu,34 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","awesome, family friendly gem, in the heart of Greenwich Village! The food is the best in New York City, the drinks are fantastic. We loved the music and the feeling that we…",True,(212) 473-7878,192 Mercer St,"New York, NY 10012",$$
Marabella Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""28""}","{'rating': 'four and half', 'count': '2'}",http://www.marabellapizza.com,,http://www.yellowpages.com/sunnyside-ny/mip/marabella-pizza-28671060#open-menu,13 Years,,"This place provides a great eating experience as well as great quality food! This place is highly recommended by me and my family""",True,(718) 786-4635,4107 Greenpoint Ave,"Sunnyside, NY 11104",$
Mariella Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""25""}","{'rating': 'four and half', 'count': '2'}",http://mariellapizzauppereast.com/food-delivery-TW/mariella-pizza-new-york-city.18023.r?QueryStringValue=5LQmAO3JQ2vkGvJBRSdWaA==,,http://www.yellowpages.com/new-york-ny/mip/mariella-pizza-481387560#open-menu,17 Years,"['Wheelchair accessible', 'Serves alcohol']",I have had the privilege of obtaining this minor jewel of a pizzeria. The charges are exceptional for delivery or carry-out. The pizza high-quality is fairly excellent given…,True,(212) 319-5999,965 Lexington Ave,"New York, NY 10021",$
Benito One,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']","{""rating"":""4.0"",""count"":""1501""}","{'rating': 'three', 'count': '4'}",http://www.benitoone.com,,,39 Years,,Excellent place in Little Italy!We ate here with a party of 10. We arrived 30 minutes early and they were ready to seat us. Sat outside and enjoyed the scene as Mulberry is…,False,(212) 226-9171,174 Mulberry St Frnt A,"New York, NY 10013",
Skylight Diner,"['Restaurants', 'American Restaurants', 'Coffee Shops']","{""rating"":""4.0"",""count"":""859""}","{'rating': 'three and half', 'count': '3'}",http://www.skylightdinernyc.com,,http://www.yellowpages.com/new-york-ny/mip/skylight-diner-4029128#open-menu,34 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Good for families']","West of  9th Ave., ordered spicy delicious huevos rancheros...sure did the trick for me.  Waitress very friendly n attentive to us...will b back.""",True,(212) 244-0395,402 W 34th St,"New York, NY 10001",$$
Vynl,"['Restaurants', 'American Restaurants', 'Thai Restaurants']",,"{'rating': 'three and half', 'count': '3'}",,,http://www.yellowpages.com/new-york-ny/mip/vynl-481577167#open-menu,28 Years,"['Offers outdoor seating', 'Serves alcohol']","Best place in Hell's Kitchen for casual, yet delicious dining.  The staff is always friendly & the food always good.  And there is a wide variety to choose from.""",True,(212) 974-2003,754 9th Ave,"New York, NY 10019",$$
Central Park-Loeb Boathouse,"['Restaurants', 'American Restaurants']",,"{'rating': 'four', 'count': '2'}",http://thecentralparkboathouse.com,,,151 Years,,"Best activity so far. $15 for an hour rowing in Central Park!  Views, relaxation. And a little workout.""",False,(212) 517-2233,72 Park Ave,"New York, NY 10016",
Christinas,"['Restaurants', 'Italian Restaurants']",,"{'rating': 'four', 'count': '2'}",,,http://www.yellowpages.com/new-york-ny/mip/christinas-473214040#open-menu,,,Super unique. Presidential Pizza was owned by Very successful Muja Brothers for 5 years It become exceptional and unique under this family. Now Presidential Pizza has new owner…,False,(646) 233-3675,606 2nd Ave,"New York, NY 10016",$$
Dahan Number One Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""3.0"",""count"":""1""}","{'rating': 'four', 'count': '2'}",,,http://www.yellowpages.com/jersey-city-nj/mip/dahan-number-one-chinese-restaurant-8969051#open-menu,37 Years,,"Delivery was as expected and the food was delicious, Would definitely recommendthis restaurant as their service is excellent!""",True,(201) 433-3055,750 W Side Ave,"Jersey City, NJ 07306",$
Benihana,"['Restaurants', 'Japanese Restaurants', 'Sushi Bars']","{""rating"":""3.5"",""count"":""786""}","{'rating': 'two and half', 'count': '5'}",https://www.benihana.com,,,59 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","I had a very nice first experience at this Benihana location thanks to our chef, Devin. He was courteous, entertaining, and, most all, very professional. There was an obnoxious…",False,(212) 581-0930,47 W 56th St,"New York, NY 10019",$$$
