Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Koraku,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""43""}","{'rating': 'four', 'count': '1'}",http://kouraku.menutoeat.com,,http://www.yellowpages.com/los-angeles-ca/mip/koraku-3244680#open-menu,21 Years,"['Wheelchair accessible', 'Serves alcohol']",I've been coming here for years and they've always had great service and very accommodating whenever you want a menu item a certain way or substitutions. The noodles are yummy…,True,(213) 687-4972,314 E 2nd St,"Los Angeles, CA 90012",$
Traxx Restaurant,"['Restaurants', 'American Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""109""}","{'rating': 'four', 'count': '1'}",http://www.traxx.la/cgi-sys/defaultwebpage.cgi,,,26 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","The place is good and tasty. Weird opening hours though.""",True,(323) 470-7094,800 N Alameda St,"Los Angeles, CA 90012",$$
The Little Jewel of New Orleans,"['Restaurants', 'American Restaurants', 'Delicatessens']","{""rating"":""4.5"",""count"":""111""}","{'rating': 'four', 'count': '1'}",http://littlejewel.la,,http://www.yellowpages.com/los-angeles-ca/mip/the-little-jewel-of-new-orleans-486468588#open-menu,10 Years,"['Wheelchair accessible', 'Good for groups', 'Has Wifi']","You can get lobster or fried oyster Po' boy sandwiches here! They are the size of your forearm, so you can probably just spilt one with someone. It's also kind of like a…",True,(213) 620-0461,207 Ord St,"Los Angeles, CA 90012",$$
Hangari Kalguksu,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""37""}","{'rating': 'four', 'count': '1'}",https://www.hangarikalguksu.com,,http://www.yellowpages.com/los-angeles-ca/mip/hangari-kalguksu-543178236#open-menu,,,"Good food, authentic. A bit pricy but great flavors""",True,(213) 388-2326,3470 W 6th St Ste 9,"Los Angeles, CA 90020",$$
Lemonade,"['Restaurants', 'American Restaurants']",,"{'rating': 'four', 'count': '1'}",http://www.lemonadela.com,,,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","Good good food nice people but the lines can get really crazy here. It's upstairs in the campus center at USC.""",False,(213) 821-3491,3601 Trousdale Pkwy,"Los Angeles, CA 90089",
Lemon Tree Kids & Family Restaurant,"['Restaurants', 'Italian Restaurants', 'Pasta']",,"{'rating': 'four', 'count': '1'}",http://www.lemontreekidscafe.com,,,10 Years,"['Wheelchair accessible', 'Has Wifi']","Lemon Tree has a good service.""",False,(213) 380-0038,621 S Western Ave Ste 111,"Los Angeles, CA 90005",$$
Il Capriccio on Vermont,"['Restaurants', 'Italian Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""103""}","{'rating': 'four', 'count': '1'}",http://www.ilcapricciola.com,,http://www.yellowpages.com/los-angeles-ca/mip/il-capriccio-on-vermont-8845227#open-menu,22 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","I love the chicken pics ya, chicken Parmesan and Norchina is good too! It's a nice place to eat and we've done togo and it's just as good. Parking in back.""",True,(323) 662-5900,1757 N Vermont Ave,"Los Angeles, CA 90027",$$
The Palace,"['Restaurants', 'Chinese Restaurants', 'Caterers']",,"{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/the-palace-474269121#open-menu,15 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Great Chinese food! Not greasy and very flavorful. Super fast delivery and very friendly staff. My go to.""",True,(323) 667-1595,2112 Hillhurst Ave,"Los Angeles, CA 90027",$$
Saint Felix,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.5"",""count"":""41""}","{'rating': 'four', 'count': '1'}",http://www.saintfelix.net,,http://www.yellowpages.com/los-angeles-ca/mip/saint-felix-503905280#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",We stopped here for dinner before a play at the Pantages. We had fried chicken and waffles and chicken Madeira. Both were delicious. The waffles are served with unique pepper…,False,(323) 469-5001,1602 N Cahuenga Blvd,"Los Angeles, CA 90028",$$
LACMA Cafe,"['Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""116""}","{'rating': 'four', 'count': '1'}",https://www.patinagroup.com,,,25 Years,,"Great casual, indoor and outdoor dining with freshly-made sandwiches.  Great spot to pop in for a quick bite while visiting the museum.""",False,(323) 932-5895,5905 Wilshire Blvd,"Los Angeles, CA 90036",
Meshuga 4 Sushi,"['Restaurants', 'Sushi Bars', 'Caterers']","{""rating"":""4.0"",""count"":""16""}","{'rating': 'four', 'count': '1'}",http://www.meshuga4sushi.com,,http://www.yellowpages.com/los-angeles-ca/mip/meshuga-4-sushi-470257303#open-menu,27 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Takes reservations']","Good service, good prices. What's not to like.""",True,(310) 271-5050,8948 W Pico Blvd,"Los Angeles, CA 90035",$$
Kura Revolving Sushi Bar,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""43""}","{'rating': 'four', 'count': '1'}",,,,10 Years,"['Wheelchair accessible', 'Serves alcohol']","Cheap, tasty and well-prepared sushi. The servers are friendly and place is well maintained. I especially love going here for To-Go orders. Since the sushi is on a conveyor…",False,(310) 597-4490,2130 Sawtelle Blvd,"Los Angeles, CA 90025",
Tsujita LA Artisan Noodle,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""179""}","{'rating': 'four', 'count': '1'}",https://www.tsujita.com,,http://www.yellowpages.com/los-angeles-ca/mip/tsujita-la-artisan-noodle-468707805#open-menu,12 Years,"['Wheelchair accessible', 'Serves alcohol']",The ramen here is some of the best in Los Angeles. I always get the bbq pork tsukemen which is so savory and comforting. Biting in to the soft-boiled egg is a transcendant…,False,(310) 231-7373,2057 Sawtelle Blvd,"Los Angeles, CA 90025",$
Simbal Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/simbal-restaurant-505374995#open-menu,,,"Entrance is hidden behind a parking structure, but once found, you'll have great access to deconstructed vietnamese food in the heart of little tokyo.  Beef tartare is…",False,(213) 626-0244,319 E 2nd St,"Los Angeles, CA 90012",$$
Zencu Sushi & Grill,"['Restaurants', 'Sushi Bars', 'Caterers']","{""rating"":""4.0"",""count"":""22""}","{'rating': 'four', 'count': '1'}",http://www.zencu.com,,http://www.yellowpages.com/los-angeles-ca/mip/zencu-sushi-grill-7085408#open-menu,26 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",I have been to this bar and grill a few times and i love where this placeis located. Their waiter service is very good although they might take a while when it gets busy but…,True,(213) 687-7780,319 E 2nd St Ste 206,"Los Angeles, CA 90012",$$
Mitsuru Cafe,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""34""}","{'rating': 'four', 'count': '1'}",http://mitsuru.top-cafes.com,,,55 Years,"['Wheelchair accessible', 'Serves alcohol']",Only place in LA where I can get Nabeyaki udon. It comes out boiling hot in an iron kettle. They're not kidding when they say it's hot so be careful not to touch. Japanese…,False,(213) 613-1028,117 Japanese Village Plaza Mall,"Los Angeles, CA 90012",$
Korean Kitchen Hibachi Barbeque,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""18""}","{'rating': 'four', 'count': '1'}",https://www.facebook.com/pages/Korean-Kitchen-Hibachi-Barbeque/113393505349920,,http://www.yellowpages.com/los-angeles-ca/mip/korean-kitchen-hibachi-barbeque-11376759#open-menu,35 Years,"['Wheelchair accessible', 'Serves alcohol']","This is a quiet, quaint little Korean BBQ restaurant tucked away in Little Tokyo. Themenu is simple, the place is small and there is only one person serving so be patient(never…",False,(213) 680-1039,135 Japanese Village Plaza Mall,"Los Angeles, CA 90012",$$
Tokyo Sakura & Noodles,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""13""}","{'rating': 'four', 'count': '1'}",http://www.izakayahondaya.com,,http://www.yellowpages.com/los-angeles-ca/mip/tokyo-sakura-noodles-460147689#open-menu,13 Years,['Wheelchair accessible'],"It's located inside the little Tokyo market place. They also have a lot of selection on curry""",True,(213) 613-1003,333 S Alameda St,"Los Angeles, CA 90013",$
The Bunker Hill Bar & Grill,"['Restaurants', 'Sushi Bars', 'American Restaurants']",,"{'rating': 'four', 'count': '1'}",http://www.bunkerhillbar.com,,http://www.yellowpages.com/los-angeles-ca/mip/the-bunker-hill-bar-grill-533680644#open-menu,29 Years,"['Offers outdoor seating', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",Great place for lunch in DTLA. Love the Lobster Roll and the Fish Tacos! I was dreaming about the Fish tacos for days after I had them for the first time! Service is quick but…,True,(213) 688-2988,601 E 5th St,"Los Angeles, CA 90013",$
Drago Centro,"['Restaurants', 'Cocktail Lounges', 'Bars']","{""rating"":""4.0"",""count"":""290""}","{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/drago-centro-3545765#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Fancy Italian fare, this place feels like the perfect spot for a corporate dinner or holiday party. It's upscale and polished, and the menu is interesting but not too…",True,(213) 228-8998,525 S Flower St Ste 120,"Los Angeles, CA 90071",$$$
Octopus,"['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']",,"{'rating': 'four', 'count': '1'}",http://www.octopusrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/octopus-467894821#open-menu,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Great place to have lunch, service was great. They didn't take long for our food to arrive at our table.""",True,(213) 402-1500,729 W 7th St,"Los Angeles, CA 90017",$$
Faith & Flower,"['Restaurants', 'American Restaurants']","{""rating"":""4.5"",""count"":""262""}","{'rating': 'four', 'count': '1'}",http://www.faithandflowerla.com,,http://www.yellowpages.com/los-angeles-ca/mip/faith-flower-481279690#open-menu,46 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","Service was warm and attentive. Loud inside as all surfaces are hard. Good looking space although I am not a fan of banquet seating.Food average, nothing much original, some…",False,(213) 239-0642,705 W 9th St,"Los Angeles, CA 90015",$
Tom's Watch Bar,"['Restaurants', 'Tapas', 'Bars']","{""rating"":""3.5"",""count"":""281""}","{'rating': 'four', 'count': '1'}",http://tomswatchbar.com,,http://www.yellowpages.com/los-angeles-ca/mip/toms-watch-bar-555194710#open-menu,,,"#highly recommended#good food#reasonable prices#good ambiance""",False,(213) 746-8667,1011 S Figueroa St Ste B101,"Los Angeles, CA 90015",
Tong Sing Chinese Restaurant,"['Restaurants', 'Pizza', 'Family Style Restaurants']",,"{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/tong-sing-chinese-restaurant-8923713#open-menu,19 Years,,"different from other restaurants. more healthier i believe. U can only get one item along with rice n chow mein, try order another item and they look at u like ""are u serious""?…",True,(323) 266-0133,305 N Soto St,"Los Angeles, CA 90033",$
Mountain Cafe,"['Restaurants', 'Coffee Shops', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""4.5"",""count"":""8""}","{'rating': 'four', 'count': '1'}",,,,,,"This is my to go place when I'm not feeling well. Their chicken soup is so soothing and comforting. I always feel better after I eat their soup =DThey only accept cash though.""",False,(213) 487-7615,3064 W 8th St,"Los Angeles, CA 90005",$
Jims Drive In,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",,"{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/jims-drive-in-6603455#open-menu,,,This place has easy access...... with convenient parking.  (many UPS  trucks come here too).    the food is excellent for the price.    It's always good...... &  I make a…,False,(323) 264-0741,3200 E Olympic Blvd,"Los Angeles, CA 90023",$
Alimento,"['Restaurants', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""69""}","{'rating': 'four', 'count': '1'}",http://www.alimentola.com,,http://www.yellowpages.com/los-angeles-ca/mip/alimento-496399782#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","Tortellini in brodo (the broth's on the inside!) is the dish to get. Some of the other menu items were a bit too ""out there"" for my pedestrian palate, but I'm sure would appeal…",True,(323) 928-2888,1710 Silver Lake Blvd,"Los Angeles, CA 90026",$$$
Island Pacific Market,"['Restaurants', 'Seafood Restaurants']",,"{'rating': 'four', 'count': '1'}",http://www.islandpacificmarket.com,,,,['Wheelchair accessible'],"Love Island Pacific! Very convenient.""",False,(213) 384-3874,225 S Vermont Ave,"Los Angeles, CA 90004",
Dan Sungsa,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""16""}","{'rating': 'four', 'count': '1'}",,,,34 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",Pretty good hole in the wall Korean skewers w/ small side dishes place to hang out w/ friends and grab a beer or soju after work.  They have valet parking in the evenings as…,False,(213) 487-9100,3317 W 6th St,"Los Angeles, CA 90020",$$
Kowloon Dimsum,"['Restaurants', 'Chinese Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""1""}","{'rating': 'four', 'count': '1'}",,,,30 Years,['Wheelchair accessible'],"This place has the most authentic chicken lugaw (chicken porridge)! I really like their breakfast menu too. Great food with a really good price. Highly recommended!""",False,(213) 386-1838,223 S Vermont Ave,"Los Angeles, CA 90004",$
Teriyaki House,"['Restaurants', 'Japanese Restaurants']",,"{'rating': 'four', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/teriyaki-house-6987674#open-menu,,,"Buisness is alright. Good.""",True,(213) 380-8878,3560 W 1st St,"Los Angeles, CA 90004",
Fix Coffee,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",http://fixcoffeeco.com,,http://www.yellowpages.com/los-angeles-ca/mip/fix-coffee-22531585#open-menu,15 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']",,True,(323) 284-8962,2100 Echo Park Ave,"Los Angeles, CA 90026",$
Sunset Junction Coffee Shop,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee Shops']",,"{'rating': None, 'count': None}",http://www.sunsetjunctioncoffeeshop.com,,http://www.yellowpages.com/los-angeles-ca/mip/sunset-junction-coffee-shop-470196378#open-menu,11 Years,"['Offers outdoor seating', 'Wheelchair accessible']",,True,(323) 661-1600,3916 W Sunset Blvd,"Los Angeles, CA 90029",$$
Yupdduk Olympic,"['Restaurants', 'Korean Restaurants']",,"{'rating': None, 'count': None}",https://www.facebook.com/Yupdduk-Olympic-1193501970662128,,,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(213) 785-1575,3132 W Olympic Blvd,"Los Angeles, CA 90006",$$
Sonny's Hideaway,"['Restaurants', 'American Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.sonnyshideaway.com,,http://www.yellowpages.com/los-angeles-ca/mip/sonnys-hideaway-475687852#open-menu,10 Years,"['Offers outdoor seating', 'Serves alcohol']",,True,(323) 255-2000,5137 York Blvd,"Los Angeles, CA 90042",$$
Teriroll,"['Restaurants', 'Japanese Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",,,,,"['Offers outdoor seating', 'Wheelchair accessible']",,True,(323) 269-5000,288 S Atlantic Blvd,"Los Angeles, CA 90022",$$
Feast Kitchen & Grill,"['Restaurants', 'American Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.feasthollywood.com,,http://www.yellowpages.com/los-angeles-ca/mip/feast-kitchen-grill-504696840#open-menu,,['Wheelchair accessible'],,True,(323) 463-4050,6282 Hollywood Blvd,"Los Angeles, CA 90028",$
