Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
574,Fogo de Chão Brazilian Steakhouse,"['Restaurants', 'Brazilian Restaurants', 'Steak Houses']",4.0,1180.0,['five'],1.0,(212) 969-9980,40 W 53rd St,"New York, NY 10019",10019,High,44.0,https://fogodechao.com/location/new-york,https://www.yellowpages.com/new-york-ny/mip/fogo-de-cho-brazilian-steakhouse-482151426#open-menu,I absolutely love this restaurant.  It has to be my favorite in all of the world. The staff are very friendly. I would go for the meat if I were you. #highly recommended #good…,1
575,Marcony,"['Restaurants', 'Italian Restaurants', 'Fine Dining Restaurants']",,,,,(646) 837-6020,184 Lexington Ave,"New York, NY 10016",10016,High,14.0,http://www.marconyusa.com,,"Everyone is so fabulous here! The food is amazing, the servers are sexy & the atmosphere is so pleasant & lovely! They  will accommodate any request even If its not in…",0
576,Dos Caminos,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",4.0,466.0,['five'],1.0,(212) 277-4300,475 W Broadway,"New York, NY 10012",10012,Average,31.0,https://www.doscaminos.com/location/dos-caminos-soho,https://www.yellowpages.com/new-york-ny/mip/dos-caminos-327497#open-menu,"GREAT FOOD! GUACAMOLE IS YUMMY!""",1
577,Bond 45 NY,"['Restaurants', 'Italian Restaurants']",4.0,1570.0,['five'],1.0,(212) 869-4545,221 W 46th St,"New York, NY 10036",10036,Very High,18.0,,https://www.yellowpages.com/new-york-ny/mip/bond-45-ny-524512659#open-menu,"Menu has a wide variety of options. Meat, fish and homemade pastas. Can't go wrong with any choice. Added bonus when you finish your meal they being fresh warm chocolate chip…",1
578,Sushi of Gari 46,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,360.0,['five'],1.0,(212) 957-0046,347 W 46th St,"New York, NY 10036",10036,High,17.0,http://www.sushiofgari.com,https://www.yellowpages.com/new-york-ny/mip/sushi-of-gari-46-12617658#open-menu,"Granted, this is an expensive outing, and I would suggest focusing on the sushi and skip the sake to save dough. The combinations that Gari has designed are mouth-watering. I …",0
579,Cafe Metro,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",5.0,2.0,['five'],1.0,(212) 697-3700,14 E 42nd St,"New York, NY 10017",10017,Average,17.0,http://www.cafemetrony.com,https://www.yellowpages.com/new-york-ny/mip/cafe-metro-2046353#open-menu,"What I like about this shop is that they always manage to come up with a new blend from time to time. This is for me a very good indication of the quality of their brand.""",0
580,Norikoh,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,71.0,['five'],1.0,(646) 918-6778,10 E 39th St,"New York, NY 10016",10016,Average,9.0,http://www.norikoh.com,,"I had dinner here with my friends!!! I like it place! Very nice food!  Good price! I'm will come back ) thx""",0
581,Oyster Bar Saloon,"['Restaurants', 'Seafood Restaurants', 'Caterers']",3.5,12.0,['five'],1.0,(646) 899-7400,89 E 42nd St,"New York, NY 10017",10017,,37.0,http://www.oysterbarny.com,,"The only  you  need to  know  just  go there the service very good and the food the same""",0
582,Fogo de Chao,"['Restaurants', 'Brazilian Restaurants', 'Steak Houses']",,,,,(212) 969-9980,40 W 53rd St,"New York, NY 10019",10019,,,http://www.fogodechao.com,,I love this restaurant better than any other in the world. I have never tasted any food this good in my life. I suggests their meats over the buffet.  It is pricey but based on…,0
583,Pure Thai Cookhouse,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,1534.0,['five'],1.0,(212) 581-0999,766 9th Ave,"New York, NY 10019",10019,Average,13.0,http://www.purethaishophouse.com,https://www.yellowpages.com/new-york-ny/mip/pure-thai-cookhouse-467873423#open-menu,"My favorite Thai place in New York...so far...my goal is to try them all!""",1
584,Il Gattopardo,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.5,785.0,['five'],1.0,(212) 246-0412,33 W 54th St,"New York, NY 10019",10019,High,22.0,http://www.ilgattopardonyc.com,https://www.yellowpages.com/new-york-ny/mip/il-gattopardo-4613785#open-menu,"the truly Italian restaurantwhere the food is simple, fresh and the service is very friendly but efficientwe go there everytime we are in N>Y> and we never disappointedThe…",0
585,Sam's Place,"['Restaurants', 'Italian Restaurants']",4.0,306.0,['five'],1.0,(212) 599-6360,132 E 39th St,"New York, NY 10016",10016,Average,36.0,http://samsplacerestaurant.com,,"I loved everything about this restraunt... Small, quiet, friendly staff, clean, and last but not least the food was amazing!   I can not wait to go back.   I told my family…",0
586,SESAMO - Italian Restaurant Hell's Kitchen NYC with Asian Influences,"['Restaurants', 'Italian Restaurants']",,,,,(212) 265-2755,764 10th Ave,"New York, NY 10019",10019,,,https://sesamorestaurant.com,,"Really good restaurant in Midtown right in Hell's Kitchen!""",1
587,Brooklyn Diner USA,"['Restaurants', 'American Restaurants', 'Coffee Shops']",4.0,2954.0,['five'],1.0,(212) 977-1957,212 W 57th St,"New York, NY 10019",10019,High,29.0,https://www.brooklyndiner.com/location/brooklyn-diner-57th-street,https://www.yellowpages.com/new-york-ny/mip/brooklyn-diner-usa-455580008#open-menu,"Visiting the other location for breakfast today. Excellent. Best part was the polenta with the pomodoro sauce.""",1
588,The Crooked Knife,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,293.0,['five'],1.0,(212) 696-2593,29 E 30th St,"New York, NY 10016",10016,Average,17.0,http://thecrookedknife.com/the-crooked-knife-30th.html,https://www.yellowpages.com/new-york-ny/mip/the-crooked-knife-6275330#open-menu,"Right across from our hotel.  Unique home cooked comfort food.  Not quite the healthiest fare but great atmosphere!""",1
589,Quality Italian,"['Restaurants', 'Italian Restaurants', 'American Restaurants']",4.0,878.0,['five'],1.0,(212) 390-1111,57 W 57th St,"New York, NY 10019",10019,,10.0,http://qualityitalian.com,https://www.yellowpages.com/new-york-ny/mip/quality-italian-482015743#open-menu,"My son has been wanting to go to Quality Italian and try their chicken parm pizza. We finally went today for lunch. They had a very, very welcoming staff. Our waiters were very…",1
590,Marea,"['Restaurants', 'Seafood Restaurants', 'Italian Restaurants']",4.5,2371.0,['five'],1.0,(212) 582-5100,240 Central Park S,"New York, NY 10019",10019,,24.0,http://www.marea-nyc.com,,"One of the best restaurants in New York City.  Be sure to call ahead for reservations...very tough table on weekends""",0
591,LAVO Italian Restaurant,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,975.0,['five'],1.0,(212) 750-5588,39 E 58th St,"New York, NY 10022",10022,High,14.0,https://taogroup.com/venues/lavo-italian-restaurant-new-york,https://www.yellowpages.com/new-york-ny/mip/lavo-italian-restaurant-460534629#open-menu,This is the definition of you pay for what you get. Food = A+. Guys looking to impress your lady at a nice Italian restaurant with great food ? Lavo is the place. Always have…,0
592,BarKogi,"['Restaurants', 'Korean Restaurants', 'Restaurant Delivery Service']",3.5,94.0,['five'],1.0,(212) 308-8810,957 2nd Ave,"New York, NY 10022",10022,Average,,http://www.barkogi.com,https://www.yellowpages.com/new-york-ny/mip/barkogi-483170033#open-menu,"If you're in the mood for something sweet and tangy (and fried), BarKogi's Korean fried chicken wings won't disappoint.  Not your traditional chicken wing; it's crispy shell is…",1
593,Zia Maria,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.0,106.0,['five'],1.0,(212) 524-9200,318 W 23rd St,"New York, NY 10011",10011,Average,,http://ziamarianyc.com,https://www.yellowpages.com/new-york-ny/mip/zia-maria-525847546#open-menu,"what an experience,the pizza was really crispy and delish. the service was great . we will come back when we soon .""",1
594,Dig,"['Restaurants', 'American Restaurants', 'Vegetarian Restaurants']",4.0,6.0,['five'],1.0,(212) 253-6174,16 E 23rd St,"New York, NY 10010",10010,Average,21.0,https://www.diginn.com,https://www.yellowpages.com/new-york-ny/mip/dig-510727485#open-menu,"This is one of the most extraordinary finds in New York City. The prices are unbelievably reasonable for delicious, healthy food. The staff is very warm, friendly, and…",0
595,Mr Chow Restaurant,"['Restaurants', 'Asian Restaurants', 'Caterers']",3.5,345.0,['five'],1.0,(212) 751-9030,324 E 57th St,"New York, NY 10022",10022,,55.0,http://www.mrchow.com,,"The restaurant is amazing and the food was delicious, this is a very fancy restaurant and it is mostly for dinner. Defenitley worth the visit. Amazing chinese food!!!!!!""",0
596,Tenzan,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,139.0,['five'],1.0,(212) 580-7300,285 Columbus Ave,"New York, NY 10023",10023,Average,19.0,http://www.tenzanrestaurants.com,https://www.yellowpages.com/new-york-ny/mip/tenzan-474222048#open-menu,i just want to share here  with anyone who love sushi restaurant...this is the place worth trying and the answers always the same ..very very good and thats the reason i will…,1
597,Cafe Bee,"['Restaurants', 'American Restaurants', 'Coffee Shops']",5.0,1.0,['five'],1.0,(212) 362-2171,239 W 72nd St,"New York, NY 10023",10023,Average,7.0,,https://www.yellowpages.com/new-york-ny/mip/cafe-bee-532229985#open-menu,"Their sandwiches are so delicious and best coffee in the neighborhood. I love their avocado toast and wild berry smoothies.""",1
598,Sevilla Restaurant & Bar,"['Restaurants', 'Mediterranean Restaurants', 'Spanish Restaurants']",4.0,361.0,['five'],1.0,(212) 929-3189,62 Charles St,"New York, NY 10014",10014,Average,82.0,http://www.sevillarestaurantandbar.com,https://www.yellowpages.com/new-york-ny/mip/sevilla-restaurant-bar-338259#open-menu,"it has the best Spanish food I've ever tasted...I live in upper Manhattan where there are a lot of Spanish restaurants but I always go to Sevilla in the village.""",0
599,Levain Bakery,"['Restaurants', 'American Restaurants', 'Bakeries']",4.5,5124.0,['five'],1.0,(212) 874-6080,167 W 74th St,"New York, NY 10023",10023,Very High,28.0,http://www.levainbakery.com,https://www.yellowpages.com/new-york-ny/mip/levain-bakery-7057533#open-menu,"Chocolate, chocolate chip cookies are the best.  Oatmeal raisin are really good, too.  Even if the line is out the door, it moves fast enough.  Don't be discouraged.""",1
600,Motorino East Village,"['Restaurants', 'Pizza', 'Take Out Restaurants']",4.5,291.0,['five'],1.0,(212) 777-2644,349 E 12th St,"New York, NY 10003",10003,Average,13.0,http://www.motorinopizza.com,https://www.yellowpages.com/new-york-ny/mip/motorino-east-village-456076517#open-menu,"Amazing chicken wings, pick up a pie and find a identify to eat and relax. The delay within can be quite long, but purchasing to go is the key.""",1
601,Delizia 73,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,69.0,['five'],1.0,(212) 517-8888,1374 1st Ave,"New York, NY 10021",10021,Average,39.0,http://www.delizia73.com,https://www.yellowpages.com/new-york-ny/mip/delizia-73-468446466#open-menu,"There are SO many pizza places to choose from, but this is my favorite!  It's classic thin crust New York style pizza, but something about it puts it above the competition. …",1
602,Via Carota,"['Restaurants', 'Italian Restaurants']",4.5,408.0,['five'],1.0,(212) 255-1962,51 Grove St,"New York, NY 10014",10014,High,,http://www.viacarota.com,https://www.yellowpages.com/new-york-ny/mip/via-carota-504548551#open-menu,I feel like I am in a small village in Italy when I eat here. An amazing restaurant and probably my top 20 favorite Italian places to eat of all time. Superb food and excellent…,0
603,Burrito Loco,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",4.0,67.0,['five'],1.0,(212) 675-1977,166 W 4th St Frnt A,"New York, NY 10014",10014,Average,33.0,http://www.cwayresort.com,https://www.yellowpages.com/new-york-ny/mip/burrito-loco-3976088#open-menu,"Service was friendly, attentive, and quick; late Sunday afternoon not crowded. Food and drink were excellent. I had beef tostadas and my girlfriend had burritos and flan…",1
604,Little Owl,"['Restaurants', 'American Restaurants', 'Italian Restaurants']",4.5,1267.0,['five'],1.0,(212) 741-4695,90 Bedford St,"New York, NY 10014",10014,High,,http://www.thelittleowlnyc.com,https://www.yellowpages.com/new-york-ny/mip/little-owl-3238212#open-menu,"We came here because heard that the burger was outstanding and it did not disappoint!  The bun was soft, the meat juicy, just the right amount of cheese.  I honestly can't stop…",0
605,Bareburger,"['Restaurants', 'American Restaurants']",4.5,258.0,['five'],1.0,(212) 477-8125,535 Laguardia Pl,"New York, NY 10012",10012,Average,,http://www.bareburger.com,https://www.yellowpages.com/new-york-ny/mip/bareburger-456628670#open-menu,"Fast food can get repetitive, but not here. If you're looking to eat healthier alternatives to your burgers and fries, this is the place to be. The selection of meats is wide…",1
606,The Organic Grill,"['Restaurants', 'Barbecue Restaurants', 'Caterers']",,,,,(212) 477-7177,123 1st Ave,"New York, NY 10003",10003,Low,23.0,http://www.theorganicgrill.com,,I joined the frequent diner program they have at the Organic Grill after coming here the first time.  I’m a recent convert to the meatless way of life and the options here are…,0
607,Mala Project,"['Restaurants', 'Chinese Restaurants', 'Caterers']",4.5,34.0,['five'],1.0,(212) 353-8880,122 1st Ave,"New York, NY 10009",10009,Low,,http://www.malaproject.nyc,https://www.yellowpages.com/new-york-ny/mip/mala-project-515260943#open-menu,"Yummy food with authentic ingredients!""",1
608,Eighteen Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",4.0,28.0,['five'],1.0,(212) 517-2400,240 E 81st St,"New York, NY 10028",10028,,,http://www.eighteenrestaurant.com/#/HOME-01-00,https://www.yellowpages.com/new-york-ny/mip/eighteen-restaurant-464983627#open-menu,"very delicious food, good service, great prices! I was very happy with this place.""",1
609,Tandoor Oven,"['Restaurants', 'Indian Restaurants', 'Bars']",4.0,56.0,['five'],1.0,(212) 628-3000,175 E 83rd St,"New York, NY 10028",10028,Average,36.0,http://www.tandooroven.com,https://www.yellowpages.com/new-york-ny/mip/tandoor-oven-6194830#open-menu,We used to go to this established neighborhood restaurant often.  After a long absence in part thanks to the pandemic we returned to find a complete renovation and slight…,1
610,Blue Ribbon Brasserie,"['Restaurants', 'American Restaurants', 'French Restaurants']",4.5,391.0,['five'],1.0,(212) 274-0404,97 Sullivan St,"New York, NY 10012",10012,High,32.0,http://www.blueribbonrestaurants.com,https://www.yellowpages.com/new-york-ny/mip/blue-ribbon-brasserie-1166278#open-menu,"Awesome atmosphere and great sushi. No sign on the door like a Speak Easy bar. I would recommend anything on their menu.""",0
611,Cheese Grille,"['Restaurants', 'American Restaurants', 'Bars']",4.5,55.0,['five'],1.0,(212) 460-9383,188 Allen St,"New York, NY 10002",10002,Low,9.0,http://www.cheesegrille.com,https://www.yellowpages.com/new-york-ny/mip/cheese-grille-503885165#open-menu,"Just a perfect experience. Did have the best grilled cheese as their reputation states! Will def try all the grilled cheese they have to offer.""",1
612,Rubirosa,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.5,1328.0,['five'],1.0,(212) 965-0500,235 Mulberry St,"New York, NY 10012",10012,Average,13.0,http://www.rubirosanyc.com,https://www.yellowpages.com/new-york-ny/mip/rubirosa-461971383#open-menu,"Best pizza in NYC!!!!! All the food here is amazing, especially the pizza. I wish they would jar their sauce and sell it. It is so hard to try new restaurants in the area when…",1
613,Colors Restaurant,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",,,,,(212) 777-8443,178 Stanton St,"New York, NY 10002",10002,,17.0,http://www.colorsrestaurantnyc.com,,Beautiful restaurant in Lower East Side serving delicious gluten-free food for brunch and dinner. Allergy friendly! Good service! Nice selection of wine and beer. Good for…,0
614,Galli,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.0,252.0,['five'],1.0,(212) 966-9288,45 Mercer St,"New York, NY 10013",10013,Average,11.0,,https://www.yellowpages.com/new-york-ny/mip/galli-472504273#open-menu,Loved this restaurant from the moment I walked into in! The atmosphere is cozy and the staff is super friendly.   The menu had so many great options.  We started with the…,1
